leftId	rightId	blockNum	leftCluster	rightCluster
Cume8g0948	Bhhi5g1134	1		
Cume8g0916	Bhhi5g1164	1		
Cume8g0896	Bhhi5g1177	1		
Cume8g0848	Bhhi5g1180	1		
Cume8g0367	Bhhi5g0850	2		
Cume8g0387	Bhhi5g0867	2		
Cume8g0404	Bhhi5g0878	2		
Cume8g0419	Bhhi5g0885	2		
Cume8g0421	Bhhi5g0886	2		
Cume8g0424	Bhhi5g0902	2		
Cume8g0429	Bhhi5g0903	2		
Cume8g0446	Bhhi5g0942	2		
Cume8g0461	Bhhi5g0970	2		
Cume8g0507	Bhhi5g1005	2		
Cume8g0592	Bhhi5g0703	3		
Cume8g0567	Bhhi5g0736	3		
Cume8g0562	Bhhi5g0743	3		
Cume8g0554	Bhhi5g0747	3		
Cume8g0548	Bhhi5g0754	3		
Cume8g0537	Bhhi5g0760	3		
Cume8g0514	Bhhi5g0774	3		
Cume8g0498	Bhhi5g0786	3		
Cume8g0454	Bhhi5g0792	3		
Cume8g0404	Bhhi5g0793	3		
Cume8g0223	Bhhi5g1257	4		
Cume8g0217	Bhhi5g1282	4		
Cume8g0215	Bhhi5g1284	4		
Cume8g0214	Bhhi5g1286	4		
Cume8g0212	Bhhi5g1288	4		
Cume8g0210	Bhhi5g1290	4		
Cume8g0207	Bhhi5g1291	4		
Cume8g0160	Bhhi5g1293	4		
Cume8g0756	Bhhi5g0559	5		
Cume8g0747	Bhhi5g0569	5		
Cume8g0724	Bhhi5g0583	5		
Cume8g0717	Bhhi5g0599	5		
Cume8g0692	Bhhi5g0622	5		
Cume8g0675	Bhhi5g0628	5		
Cume8g0631	Bhhi5g0631	5		
Cume8g0743	Bhhi5g0873	6		
Cume8g0742	Bhhi5g0874	6		
Cume8g0718	Bhhi5g0908	6		
Cume8g0688	Bhhi5g0919	6		
Cume8g0650	Bhhi5g0954	6		
Cume8g0631	Bhhi5g0956	6		
Cume8g0091	Bhhi5g0048	8		
Cume8g0050	Bhhi5g0098	8		
Cume8g0028	Bhhi5g0122	8		
Cume8g0010	Bhhi5g0146	8		
Cume8g0004	Bhhi5g0146	8		
Cume8g0252	Bhhi5g1382	9		
Cume8g0251	Bhhi5g1384	9		
Cume8g0233	Bhhi5g1407	9		
Cume8g0186	Bhhi5g1411	9		
Cume8g0181	Bhhi5g1411	9		
Cume8g0347	Bhhi5g1197	10		
Cume8g0337	Bhhi5g1211	10		
Cume8g0325	Bhhi5g1212	10		
Cume8g0302	Bhhi5g1238	10		
Cume8g0252	Bhhi5g1248	10		
Cume8g0418	Bhhi5g0042	11		
Cume8g0423	Bhhi5g0067	11		
Cume8g0446	Bhhi5g0114	11		
Cume8g0484	Bhhi5g0157	11	Left_Cume8_cluster_1	clusterUn
Cume6g0343	Bhhi12g0938	1		
Cume6g0346	Bhhi12g0939	1		
Cume6g0350	Bhhi12g0943	1		
Cume6g0352	Bhhi12g0949	1		
Cume6g0362	Bhhi12g0975	1		
Cume6g0384	Bhhi12g0991	1		
Cume6g0386	Bhhi12g0993	1		
Cume6g0388	Bhhi12g0994	1		
Cume6g0398	Bhhi12g0996	1		
Cume6g0406	Bhhi12g0999	1		Right_Bhhi12_cluster_3
Cume6g0410	Bhhi12g1002	1		
Cume6g0415	Bhhi12g1005	1		
Cume6g0437	Bhhi12g1019	1		
Cume6g0438	Bhhi12g1024	1		
Cume6g0453	Bhhi12g1031	1		
Cume6g0454	Bhhi12g1032	1		
Cume6g0458	Bhhi12g1037	1		
Cume6g0467	Bhhi12g1049	1		
Cume6g0480	Bhhi12g1057	1		
Cume6g0483	Bhhi12g1061	1		
Cume6g0486	Bhhi12g1064	1		
Cume6g0494	Bhhi12g1066	1		
Cume6g0500	Bhhi12g1071	1		
Cume6g0502	Bhhi12g1074	1		
Cume6g0503	Bhhi12g1075	1		
Cume6g0506	Bhhi12g1077	1		
Cume6g0508	Bhhi12g1079	1		
Cume6g0510	Bhhi12g1081	1		
Cume6g0517	Bhhi12g1085	1		
Cume6g0521	Bhhi12g1088	1		
Cume6g0522	Bhhi12g1089	1		
Cume6g0541	Bhhi12g1093	1		
Cume6g0544	Bhhi12g1097	1		
Cume6g0578	Bhhi12g1113	1		
Cume6g0579	Bhhi12g1115	1		
Cume6g0582	Bhhi12g1118	1		
Cume6g0592	Bhhi12g1120	1		
Cume6g0594	Bhhi12g1123	1		
Cume6g0595	Bhhi12g1126	1		
Cume6g0600	Bhhi12g1128	1		
Cume6g0601	Bhhi12g1129	1		
Cume6g0605	Bhhi12g1130	1		
Cume6g0609	Bhhi12g1132	1		
Cume6g0610	Bhhi12g1133	1		
Cume6g0620	Bhhi12g1150	1		
Cume6g0654	Bhhi12g1186	1		
Cume6g0682	Bhhi12g1210	1		
Cume6g2708	Bhhi12g0193	2		
Cume6g2660	Bhhi12g0234	2		
Cume6g2650	Bhhi12g0243	2		
Cume6g2643	Bhhi12g0253	2		
Cume6g2638	Bhhi12g0255	2		
Cume6g2636	Bhhi12g0261	2		
Cume6g2635	Bhhi12g0263	2		
Cume6g2626	Bhhi12g0267	2		
Cume6g2619	Bhhi12g0287	2		
Cume6g2615	Bhhi12g0290	2		
Cume6g2614	Bhhi12g0293	2		
Cume6g2603	Bhhi12g0301	2		
Cume6g2601	Bhhi12g0303	2		
Cume6g2600	Bhhi12g0304	2		
Cume6g2599	Bhhi12g0307	2		
Cume6g2587	Bhhi12g0313	2		
Cume6g2585	Bhhi12g0314	2		
Cume6g2563	Bhhi12g0326	2		
Cume6g2562	Bhhi12g0327	2		
Cume6g2544	Bhhi12g0359	2		
Cume6g2496	Bhhi12g0365	2		
Cume6g0758	Bhhi12g1352	4		
Cume6g0752	Bhhi12g1354	4		
Cume6g0751	Bhhi12g1355	4		
Cume6g0746	Bhhi12g1359	4		
Cume6g0743	Bhhi12g1361	4		
Cume6g0741	Bhhi12g1364	4		
Cume6g0730	Bhhi12g1374	4		
Cume6g0726	Bhhi12g1377	4		
Cume6g0723	Bhhi12g1382	4		
Cume6g0718	Bhhi12g1383	4		
Cume6g0711	Bhhi12g1387	4		
Cume6g0704	Bhhi12g1390	4		
Cume6g0703	Bhhi12g1391	4		
Cume6g0685	Bhhi12g1421	4		
Cume6g0679	Bhhi12g1427	4		
Cume6g0629	Bhhi12g1432	4		
Cume6g0340	Bhhi12g1682	5		
Cume6g0338	Bhhi12g1686	5		
Cume6g0328	Bhhi12g1691	5		
Cume6g0324	Bhhi12g1692	5		
Cume6g0309	Bhhi12g1696	5	Left_Cume6_cluster_1	
Cume6g0308	Bhhi12g1699	5		
Cume6g0302	Bhhi12g1700	5		
Cume6g0300	Bhhi12g1702	5		
Cume6g0283	Bhhi12g1710	5		
Cume6g0272	Bhhi12g1723	5		
Cume6g0264	Bhhi12g1730	5		
Cume6g0250	Bhhi12g1741	5		
Cume6g0207	Bhhi12g1745	5		
Cume6g0212	Bhhi12g0374	6		
Cume6g0190	Bhhi12g0406	6		
Cume6g0142	Bhhi12g0408	6		
Cume6g0139	Bhhi12g0417	6		
Cume6g0128	Bhhi12g0418	6		
Cume6g0106	Bhhi12g0427	6		
Cume6g0102	Bhhi12g0429	6		
Cume6g0087	Bhhi12g0443	6		
Cume6g0082	Bhhi12g0455	6		
Cume6g0077	Bhhi12g0458	6		
Cume6g0074	Bhhi12g0460	6		
Cume6g0068	Bhhi12g0462	6		
Cume6g0023	Bhhi12g0463	6		
Cume6g1060	Bhhi12g0408	7		
Cume6g1065	Bhhi12g0415	7		
Cume6g1066	Bhhi12g0418	7		
Cume6g1067	Bhhi12g0419	7		
Cume6g1103	Bhhi12g0427	7		
Cume6g1114	Bhhi12g0430	7		
Cume6g1134	Bhhi12g0434	7		
Cume6g1137	Bhhi12g0437	7		
Cume6g1145	Bhhi12g0439	7		
Cume6g1146	Bhhi12g0440	7		
Cume6g1166	Bhhi12g0455	7		
Cume6g1170	Bhhi12g0461	7		
Cume6g1172	Bhhi12g0463	7		
Cume6g0160	Bhhi12g1327	8		
Cume6g0153	Bhhi12g1343	8		
Cume6g0138	Bhhi12g1380	8		
Cume6g0121	Bhhi12g1401	8		
Cume6g0090	Bhhi12g1451	8		
Cume6g0088	Bhhi12g1466	8		
Cume6g0082	Bhhi12g1467	8		
Cume6g0043	Bhhi12g1479	8		
Cume6g0017	Bhhi12g1488	8		
Cume6g0001	Bhhi12g1495	8		
Cume6g1017	Bhhi12g0343	9		
Cume6g1006	Bhhi12g0354	9	Left_Cume6_cluster_2	Right_Bhhi12_cluster_2
Cume6g0971	Bhhi12g0373	9		
Cume6g0922	Bhhi12g0396	9		
Cume6g0921	Bhhi12g0397	9		
Cume6g0919	Bhhi12g0400	9		
Cume6g0917	Bhhi12g0403	9		
Cume6g0898	Bhhi12g0437	9		
Cume6g0857	Bhhi12g0450	9		
Cume6g0812	Bhhi12g0455	9		
Cume6g0576	Bhhi12g1500	10		
Cume6g0566	Bhhi12g1504	10		
Cume6g0564	Bhhi12g1505	10		
Cume6g0561	Bhhi12g1507	10		
Cume6g0558	Bhhi12g1510	10		
Cume6g0555	Bhhi12g1513	10		
Cume6g0549	Bhhi12g1515	10		
Cume6g0548	Bhhi12g1516	10		
Cume6g0500	Bhhi12g1517	10		
Cume6g0949	Bhhi12g0225	11		
Cume6g0942	Bhhi12g0233	11		
Cume6g0941	Bhhi12g0236	11		
Cume6g0927	Bhhi12g0247	11		
Cume6g0921	Bhhi12g0254	11		
Cume6g0908	Bhhi12g0286	11		
Cume6g0907	Bhhi12g0287	11		
Cume6g0895	Bhhi12g0290	11		
Cume6g0851	Bhhi12g0293	11		
Cume6g0959	Bhhi12g0143	12		
Cume6g0960	Bhhi12g0144	12		
Cume6g0965	Bhhi12g0146	12		
Cume6g0976	Bhhi12g0150	12		
Cume6g0981	Bhhi12g0151	12		
Cume6g0994	Bhhi12g0159	12		
Cume6g1000	Bhhi12g0163	12		
Cume6g1033	Bhhi12g0205	12		
Cume6g0764	Bhhi12g1267	13		
Cume6g0767	Bhhi12g1269	13		
Cume6g0771	Bhhi12g1271	13		
Cume6g0778	Bhhi12g1281	13		
Cume6g0797	Bhhi12g1297	13		
Cume6g0815	Bhhi12g1313	13		
Cume6g0816	Bhhi12g1316	13		
Cume6g0839	Bhhi12g1329	13		
Cume6g0078	Bhhi12g0068	14		
Cume6g0082	Bhhi12g0071	14		
Cume6g0098	Bhhi12g0081	14		
Cume6g0134	Bhhi12g0115	14		
Cume6g0145	Bhhi12g0123	14		
Cume6g0189	Bhhi12g0159	14		
Cume6g0237	Bhhi12g0190	14	Left_Cume6_cluster_1	clusterUn
Cume6g1747	Bhhi12g1616	16		
Cume6g1761	Bhhi12g1619	16		
Cume6g1766	Bhhi12g1620	16		
Cume6g1771	Bhhi12g1627	16		
Cume6g1777	Bhhi12g1634	16		
Cume6g1786	Bhhi12g1640	16		
Cume6g0369	Bhhi12g0964	17		
Cume6g0366	Bhhi12g0966	17		
Cume6g0365	Bhhi12g0968	17		
Cume6g0362	Bhhi12g0975	17		
Cume6g0355	Bhhi12g0976	17		
Cume6g0308	Bhhi12g0978	17		
Cume6g0952	Bhhi12g1627	18		
Cume6g0946	Bhhi12g1642	18		
Cume6g0910	Bhhi12g1691	18		
Cume6g0863	Bhhi12g1701	18		
Cume6g0832	Bhhi12g1713	18		
Cume6g0783	Bhhi12g1716	18		
Cume6g1050	Bhhi12g1192	19		
Cume6g1017	Bhhi12g1207	19		
Cume6g1014	Bhhi12g1237	19		
Cume6g1009	Bhhi12g1238	19		
Cume6g0963	Bhhi12g1267	19		
Cume6g0915	Bhhi12g1269	19		
Cume6g2624	Bhhi12g1363	20		
Cume6g2611	Bhhi12g1409	20		
Cume6g2585	Bhhi12g1423	20		
Cume6g2576	Bhhi12g1425	20		
Cume6g2527	Bhhi12g1427	20		
Cume6g2478	Bhhi12g0172	21		
Cume6g2447	Bhhi12g0176	21		
Cume6g2415	Bhhi12g0206	21		
Cume6g2387	Bhhi12g0219	21		
Cume6g2347	Bhhi12g0225	21		
Cume6g1067	Bhhi12g0116	22		
Cume6g1066	Bhhi12g0117	22		
Cume6g1065	Bhhi12g0118	22		
Cume6g1054	Bhhi12g0123	22		
Cume6g1006	Bhhi12g0131	22	Left_Cume6_cluster_2	
Cume6g0437	Bhhi12g1231	23		
Cume6g0393	Bhhi12g1280	23		
Cume6g0353	Bhhi12g1309	23		
Cume6g0339	Bhhi12g1332	23		
Cume6g0300	Bhhi12g1339	23		
Cume6g0188	Bhhi12g0356	24		
Cume6g0212	Bhhi12g0374	24		
Cume6g0256	Bhhi12g0397	24		
Cume6g0266	Bhhi12g0401	24		
Cume6g0280	Bhhi12g0437	24		
Cume6g2479	Bhhi12g1085	25		
Cume6g2496	Bhhi12g1120	25		
Cume6g2503	Bhhi12g1124	25		
Cume6g2512	Bhhi12g1156	25		
Cume6g0434	Bhhi12g1554	26		
Cume6g0435	Bhhi12g1555	26		
Cume6g0446	Bhhi12g1566	26		
Cume6g0447	Bhhi12g1567	26		
Cume5g0280	Bhhi11g1434	1		
Cume5g0259	Bhhi11g1480	1		
Cume5g0252	Bhhi11g1495	1		
Cume5g0251	Bhhi11g1500	1		
Cume5g0243	Bhhi11g1523	1		
Cume5g0237	Bhhi11g1548	1		
Cume5g0233	Bhhi11g1553	1		
Cume5g0203	Bhhi11g1560	1		
Cume5g0176	Bhhi11g1570	1		
Cume5g0129	Bhhi11g1572	1		
Cume5g0353	Bhhi11g1068	2		
Cume5g0352	Bhhi11g1108	2		
Cume5g0327	Bhhi11g1146	2		
Cume5g0309	Bhhi11g1160	2		
Cume5g0286	Bhhi11g1176	2		
Cume5g0241	Bhhi11g1217	2		
Cume5g0236	Bhhi11g1219	2		
Cume5g0186	Bhhi11g1220	2		
Cume5g0159	Bhhi11g0863	3		
Cume5g0157	Bhhi11g0865	3		
Cume5g0146	Bhhi11g0872	3		
Cume5g0138	Bhhi11g0876	3		
Cume5g0109	Bhhi11g0884	3		
Cume5g0060	Bhhi11g0899	3		
Cume5g1974	Bhhi11g0008	4		
Cume5g1995	Bhhi11g0026	4		
Cume5g2000	Bhhi11g0030	4		
Cume5g2021	Bhhi11g0033	4		
Cume5g2035	Bhhi11g0045	4		
Cume5g1565	Bhhi11g0771	5		
Cume5g1537	Bhhi11g0786	5		
Cume5g1520	Bhhi11g0802	5		
Cume5g1476	Bhhi11g0832	5		
Cume5g1441	Bhhi11g0860	5		
Cume5g0057	Bhhi11g1580	6		
Cume5g0060	Bhhi11g1585	6		
Cume5g0070	Bhhi11g1590	6		
Cume5g0081	Bhhi11g1595	6		
Cume5g0324	Bhhi11g0357	8		
Cume5g0332	Bhhi11g0358	8		
Cume5g0333	Bhhi11g0359	8		
Cume5g0335	Bhhi11g0360	8		
Cume5g2028	Bhhi11g0862	9		
Cume5g2031	Bhhi11g0875	9		
Cume5g2055	Bhhi11g0911	9		
Cume5g2056	Bhhi11g0957	9		
Cume1g0296	Bhhi5g0477	1		
Cume1g0295	Bhhi5g0480	1		
Cume1g0294	Bhhi5g0481	1		
Cume1g0289	Bhhi5g0483	1		
Cume1g0286	Bhhi5g0486	1		
Cume1g0281	Bhhi5g0488	1		
Cume1g0280	Bhhi5g0491	1		
Cume1g0278	Bhhi5g0494	1		
Cume1g0276	Bhhi5g0495	1		
Cume1g0273	Bhhi5g0496	1		
Cume1g0272	Bhhi5g0498	1		
Cume1g0271	Bhhi5g0500	1		
Cume1g0270	Bhhi5g0501	1		
Cume1g0269	Bhhi5g0502	1		
Cume1g0268	Bhhi5g0503	1		
Cume1g0267	Bhhi5g0504	1		
Cume1g0265	Bhhi5g0506	1		
Cume1g0264	Bhhi5g0507	1		
Cume1g0263	Bhhi5g0508	1		
Cume1g0262	Bhhi5g0509	1		
Cume1g0261	Bhhi5g0511	1		
Cume1g0260	Bhhi5g0513	1		
Cume1g0259	Bhhi5g0515	1		
Cume1g0258	Bhhi5g0516	1		
Cume1g0257	Bhhi5g0517	1		
Cume1g0256	Bhhi5g0522	1		
Cume1g0255	Bhhi5g0523	1		
Cume1g0254	Bhhi5g0524	1		
Cume1g0253	Bhhi5g0525	1		
Cume1g0251	Bhhi5g0526	1		
Cume1g0249	Bhhi5g0527	1		
Cume1g0248	Bhhi5g0528	1		
Cume1g0247	Bhhi5g0529	1		
Cume1g0246	Bhhi5g0530	1		
Cume1g0245	Bhhi5g0531	1		
Cume1g0244	Bhhi5g0532	1		
Cume1g0243	Bhhi5g0537	1		
Cume1g0242	Bhhi5g0538	1		
Cume1g0241	Bhhi5g0540	1		
Cume1g0240	Bhhi5g0541	1		
Cume1g0238	Bhhi5g0543	1		
Cume1g0236	Bhhi5g0544	1		
Cume1g0235	Bhhi5g0546	1		
Cume1g0234	Bhhi5g0547	1		
Cume1g0232	Bhhi5g0549	1		
Cume1g0230	Bhhi5g0550	1		
Cume1g0229	Bhhi5g0551	1		
Cume1g0228	Bhhi5g0552	1		
Cume1g0227	Bhhi5g0553	1		
Cume1g0226	Bhhi5g0555	1		
Cume1g0225	Bhhi5g0556	1		
Cume1g0224	Bhhi5g0557	1		
Cume1g0223	Bhhi5g0558	1		
Cume1g0222	Bhhi5g0559	1		
Cume1g0221	Bhhi5g0560	1		
Cume1g0219	Bhhi5g0561	1		
Cume1g0216	Bhhi5g0568	1		
Cume1g0214	Bhhi5g0578	1		
Cume1g0213	Bhhi5g0579	1		
Cume1g0212	Bhhi5g0580	1		
Cume1g0211	Bhhi5g0582	1		
Cume1g0210	Bhhi5g0583	1		
Cume1g0209	Bhhi5g0584	1		
Cume1g0208	Bhhi5g0585	1		
Cume1g0207	Bhhi5g0586	1		
Cume1g0205	Bhhi5g0587	1		
Cume1g0204	Bhhi5g0588	1		
Cume1g0203	Bhhi5g0589	1		
Cume1g0188	Bhhi5g0594	1		
Cume1g0187	Bhhi5g0596	1		
Cume1g0185	Bhhi5g0598	1		
Cume1g0184	Bhhi5g0599	1		
Cume1g0182	Bhhi5g0600	1		
Cume1g0179	Bhhi5g0602	1		
Cume1g0177	Bhhi5g0603	1		
Cume1g0169	Bhhi5g0613	1		
Cume1g0155	Bhhi5g0622	1		
Cume1g0154	Bhhi5g0623	1		
Cume1g0153	Bhhi5g0624	1		
Cume1g0152	Bhhi5g0625	1		
Cume1g0151	Bhhi5g0626	1		
Cume1g0150	Bhhi5g0627	1	Left_Cume1_cluster_1	clusterUn
Cume1g0149	Bhhi5g0628	1		
Cume1g0148	Bhhi5g0631	1		
Cume1g0147	Bhhi5g0632	1		
Cume1g0146	Bhhi5g0633	1		
Cume1g0145	Bhhi5g0638	1		
Cume1g0144	Bhhi5g0639	1		
Cume1g0143	Bhhi5g0642	1		
Cume1g0142	Bhhi5g0643	1		
Cume1g0140	Bhhi5g0644	1		
Cume1g0137	Bhhi5g0645	1		
Cume1g0131	Bhhi5g0646	1		
Cume1g0130	Bhhi5g0647	1		
Cume1g0127	Bhhi5g0650	1		
Cume1g0126	Bhhi5g0651	1		
Cume1g0116	Bhhi5g0664	1		
Cume1g0102	Bhhi5g0676	1		
Cume1g0101	Bhhi5g0677	1		
Cume1g0100	Bhhi5g0678	1		
Cume1g0095	Bhhi5g0712	1		
Cume1g0094	Bhhi5g0713	1		
Cume1g0093	Bhhi5g0714	1		
Cume1g0092	Bhhi5g0715	1		
Cume1g0091	Bhhi5g0716	1		
Cume1g0090	Bhhi5g0720	1		
Cume1g0089	Bhhi5g0722	1		
Cume1g0088	Bhhi5g0723	1		
Cume1g0086	Bhhi5g0724	1		
Cume1g0084	Bhhi5g0726	1		
Cume1g0083	Bhhi5g0727	1		
Cume1g0045	Bhhi5g0736	1		
Cume1g0044	Bhhi5g0737	1		
Cume1g0043	Bhhi5g0738	1		
Cume1g0042	Bhhi5g0739	1		
Cume1g0041	Bhhi5g0740	1		
Cume1g0040	Bhhi5g0741	1		
Cume1g0039	Bhhi5g0742	1		
Cume1g0038	Bhhi5g0743	1		
Cume1g0037	Bhhi5g0744	1		
Cume1g0036	Bhhi5g0745	1		
Cume1g0034	Bhhi5g0747	1		
Cume1g0032	Bhhi5g0748	1		
Cume1g0031	Bhhi5g0749	1		
Cume1g0029	Bhhi5g0750	1		
Cume1g0028	Bhhi5g0751	1		
Cume1g0027	Bhhi5g0752	1		
Cume1g0026	Bhhi5g0754	1		
Cume1g0025	Bhhi5g0755	1		
Cume1g0024	Bhhi5g0756	1		
Cume1g0023	Bhhi5g0757	1		
Cume1g0021	Bhhi5g0758	1		
Cume1g0019	Bhhi5g0759	1		
Cume1g0018	Bhhi5g0760	1		
Cume1g0017	Bhhi5g0761	1		
Cume1g0016	Bhhi5g0762	1		
Cume1g0015	Bhhi5g0763	1		
Cume1g0014	Bhhi5g0764	1		
Cume1g0012	Bhhi5g0767	1		
Cume1g0011	Bhhi5g0770	1		
Cume1g0010	Bhhi5g0771	1	Left_Cume1_cluster_1	clusterUn
Cume1g0009	Bhhi5g0772	1	Left_Cume1_cluster_1	clusterUn
Cume1g0008	Bhhi5g0774	1		
Cume1g0007	Bhhi5g0775	1		
Cume1g0006	Bhhi5g0776	1		
Cume1g0005	Bhhi5g0777	1		
Cume1g0004	Bhhi5g0778	1		
Cume1g0003	Bhhi5g0779	1		
Cume1g0001	Bhhi5g0781	1		
Cume1g0387	Bhhi5g0839	2		
Cume1g0388	Bhhi5g0840	2		
Cume1g0390	Bhhi5g0841	2		
Cume1g0392	Bhhi5g0842	2		
Cume1g0393	Bhhi5g0844	2		
Cume1g0394	Bhhi5g0845	2		
Cume1g0395	Bhhi5g0847	2		
Cume1g0396	Bhhi5g0848	2		
Cume1g0397	Bhhi5g0849	2		
Cume1g0398	Bhhi5g0850	2		
Cume1g0399	Bhhi5g0851	2		
Cume1g0400	Bhhi5g0853	2		
Cume1g0401	Bhhi5g0854	2		
Cume1g0404	Bhhi5g0855	2		
Cume1g0405	Bhhi5g0856	2		
Cume1g0406	Bhhi5g0857	2		
Cume1g0407	Bhhi5g0858	2		
Cume1g0409	Bhhi5g0859	2		
Cume1g0410	Bhhi5g0860	2		
Cume1g0411	Bhhi5g0862	2		
Cume1g0412	Bhhi5g0863	2		
Cume1g0414	Bhhi5g0865	2		
Cume1g0415	Bhhi5g0866	2		
Cume1g0416	Bhhi5g0867	2		
Cume1g0417	Bhhi5g0868	2		
Cume1g0418	Bhhi5g0869	2		
Cume1g0419	Bhhi5g0870	2		
Cume1g0420	Bhhi5g0871	2		
Cume1g0422	Bhhi5g0872	2		
Cume1g0424	Bhhi5g0873	2		
Cume1g0425	Bhhi5g0874	2		
Cume1g0426	Bhhi5g0875	2		
Cume1g0427	Bhhi5g0876	2		
Cume1g0428	Bhhi5g0877	2		
Cume1g0429	Bhhi5g0878	2		
Cume1g0430	Bhhi5g0879	2		
Cume1g0431	Bhhi5g0880	2		
Cume1g0433	Bhhi5g0882	2		
Cume1g0434	Bhhi5g0884	2		
Cume1g0435	Bhhi5g0885	2		
Cume1g0436	Bhhi5g0886	2		
Cume1g0437	Bhhi5g0887	2		
Cume1g0438	Bhhi5g0889	2		
Cume1g0440	Bhhi5g0890	2		
Cume1g0441	Bhhi5g0891	2		
Cume1g0442	Bhhi5g0892	2	Left_Cume1_cluster_2	clusterUn
Cume1g0443	Bhhi5g0893	2		
Cume1g0445	Bhhi5g0894	2		
Cume1g0446	Bhhi5g0895	2		
Cume1g0448	Bhhi5g0897	2		
Cume1g0450	Bhhi5g0898	2		
Cume1g0451	Bhhi5g0899	2		
Cume1g0452	Bhhi5g0900	2		
Cume1g0453	Bhhi5g0902	2		
Cume1g0454	Bhhi5g0903	2		
Cume1g0456	Bhhi5g0904	2		
Cume1g0457	Bhhi5g0905	2		
Cume1g0459	Bhhi5g0906	2		
Cume1g0461	Bhhi5g0908	2		
Cume1g0466	Bhhi5g0909	2		
Cume1g0467	Bhhi5g0910	2		
Cume1g0470	Bhhi5g0911	2		
Cume1g0474	Bhhi5g0912	2		
Cume1g0475	Bhhi5g0913	2		
Cume1g0476	Bhhi5g0914	2		
Cume1g0478	Bhhi5g0915	2		
Cume1g0479	Bhhi5g0916	2		
Cume1g0480	Bhhi5g0917	2		
Cume1g0481	Bhhi5g0918	2		
Cume1g0482	Bhhi5g0919	2		
Cume1g0483	Bhhi5g0920	2		
Cume1g0484	Bhhi5g0921	2		
Cume1g0485	Bhhi5g0922	2		
Cume1g0486	Bhhi5g0923	2		
Cume1g0487	Bhhi5g0925	2		
Cume1g0489	Bhhi5g0927	2		
Cume1g0490	Bhhi5g0928	2		
Cume1g0492	Bhhi5g0930	2		
Cume1g0493	Bhhi5g0931	2		
Cume1g0494	Bhhi5g0932	2		
Cume1g0497	Bhhi5g0933	2		
Cume1g0510	Bhhi5g0939	2		
Cume1g0511	Bhhi5g0940	2		
Cume1g0512	Bhhi5g0942	2		
Cume1g0515	Bhhi5g0943	2		
Cume1g0516	Bhhi5g0944	2		
Cume1g0528	Bhhi5g0948	2		
Cume1g0529	Bhhi5g0949	2		
Cume1g0530	Bhhi5g0950	2		
Cume1g0531	Bhhi5g0951	2		
Cume1g0532	Bhhi5g0952	2		
Cume1g0533	Bhhi5g0953	2		
Cume1g0534	Bhhi5g0954	2		
Cume1g0536	Bhhi5g0955	2		
Cume1g0537	Bhhi5g0956	2		
Cume1g0538	Bhhi5g0959	2		
Cume1g0539	Bhhi5g0962	2		
Cume1g0540	Bhhi5g0964	2		
Cume1g0544	Bhhi5g0965	2		
Cume1g0545	Bhhi5g0966	2		
Cume1g0546	Bhhi5g0967	2		
Cume1g0548	Bhhi5g0968	2		
Cume1g0549	Bhhi5g0969	2		
Cume1g0550	Bhhi5g0970	2		
Cume1g0551	Bhhi5g0971	2		
Cume1g0552	Bhhi5g0972	2		
Cume1g0553	Bhhi5g0974	2		
Cume1g0554	Bhhi5g0976	2		
Cume1g0556	Bhhi5g0977	2		
Cume1g0557	Bhhi5g0978	2	Left_Cume1_cluster_2	Right_Bhhi5_cluster_2
Cume1g0558	Bhhi5g0979	2	Left_Cume1_cluster_2	Right_Bhhi5_cluster_2
Cume1g0559	Bhhi5g0980	2		
Cume1g0560	Bhhi5g0982	2		
Cume1g0561	Bhhi5g0983	2		
Cume1g0562	Bhhi5g0984	2		
Cume1g0563	Bhhi5g0985	2		
Cume1g0564	Bhhi5g0986	2		
Cume1g0567	Bhhi5g0987	2		
Cume1g0572	Bhhi5g0989	2		
Cume1g0573	Bhhi5g0990	2		
Cume1g0574	Bhhi5g0991	2		
Cume1g0575	Bhhi5g0992	2		
Cume1g0577	Bhhi5g0993	2		
Cume1g0578	Bhhi5g0994	2		
Cume1g0579	Bhhi5g0995	2		
Cume1g0580	Bhhi5g0996	2		
Cume1g0581	Bhhi5g0997	2		
Cume1g0585	Bhhi5g1001	2		
Cume1g0586	Bhhi5g1003	2		
Cume1g0588	Bhhi5g1004	2		
Cume1g1139	Bhhi5g1027	3		
Cume1g1140	Bhhi5g1028	3		
Cume1g1141	Bhhi5g1029	3		
Cume1g1142	Bhhi5g1030	3		
Cume1g1143	Bhhi5g1031	3		
Cume1g1144	Bhhi5g1032	3		
Cume1g1145	Bhhi5g1033	3		
Cume1g1146	Bhhi5g1034	3		
Cume1g1147	Bhhi5g1035	3		
Cume1g1148	Bhhi5g1036	3		
Cume1g1149	Bhhi5g1037	3		
Cume1g1150	Bhhi5g1038	3		
Cume1g1152	Bhhi5g1039	3		
Cume1g1154	Bhhi5g1040	3		
Cume1g1155	Bhhi5g1041	3		
Cume1g1156	Bhhi5g1042	3		
Cume1g1157	Bhhi5g1043	3		
Cume1g1158	Bhhi5g1044	3		
Cume1g1159	Bhhi5g1045	3		
Cume1g1160	Bhhi5g1046	3		
Cume1g1161	Bhhi5g1048	3		
Cume1g1163	Bhhi5g1049	3		
Cume1g1164	Bhhi5g1050	3		
